model_id,asteroid_id,lambda,beta,period,number,name,designation,reference_id,bibcode,R,R2
1384,819,178,56,4.020902,16786.0,,1997 AT1,162,2016a&a...587a..48d,0.561646,0.649625
1385,820,193,67,7.35225,13952.0,Nykvist,,162,2016a&a...587a..48d,0.605915,0.775446
1386,820,13,58,7.35225,13952.0,Nykvist,,162,2016a&a...587a..48d,0.63649,0.814789
1387,821,147,36,31.0941,1407.0,Lindelof,,162,2016a&a...587a..48d,0.770408,0.932091
1388,822,317,64,7.23954,1814.0,Bach,,162,2016a&a...587a..48d,0.512413,0.820182
1389,822,126,66,7.23954,1814.0,Bach,,162,2016a&a...587a..48d,0.484047,0.792788
1390,823,318,50,7.09742,1547.0,Nele,,162,2016a&a...587a..48d,0.647096,0.81512
1391,823,159,28,7.09741,1547.0,Nele,,162,2016a&a...587a..48d,0.656813,0.794801
1392,824,264,-51,5.26062,16955.0,,1998 KU48,162,2016a&a...587a..48d,0.619921,0.70446
1393,824,122,-48,5.26062,16955.0,,1998 KU48,162,2016a&a...587a..48d,0.67577,0.806765
1394,825,320,71,15.1533,1561.0,Fricke,,162,2016a&a...587a..48d,0.657919,0.844938
1395,826,240,52,9.08564,14203.0,Hocking,,162,2016a&a...587a..48d,0.643883,0.813185
1396,826,106,81,9.08566,14203.0,Hocking,,162,2016a&a...587a..48d,0.589895,0.579021
1397,827,226,-75,5.61479,15677.0,,1980 TZ5,162,2016a&a...587a..48d,0.615089,0.7196
1398,827,75,-64,5.61479,15677.0,,1980 TZ5,162,2016a&a...587a..48d,0.524852,0.562785
1399,828,191,-75,16.14032,163.0,Erigone,,162,2016a&a...587a..48d,0.565529,0.529689
1400,829,52,-66,20.5235,1623.0,Vivian,,162,2016a&a...587a..48d,0.48916,0.72884
1401,829,229,-56,20.5235,1623.0,Vivian,,162,2016a&a...587a..48d,0.489758,0.778457
1402,830,48,51,3.211233,1801.0,Titicaca,,162,2016a&a...587a..48d,0.730778,0.813812
1403,830,260,57,3.211234,1801.0,Titicaca,,162,2016a&a...587a..48d,0.748673,0.805273
1404,831,132,76,6.49595,1687.0,Glarona,,162,2016a&a...587a..48d,0.589605,0.815282
1405,831,274,70,6.49595,1687.0,Glarona,,162,2016a&a...587a..48d,0.706636,0.8789
1406,832,321,35,10.19942,1753.0,Mieke,,162,2016a&a...587a..48d,0.754001,0.850215
1407,832,121,67,10.19942,1753.0,Mieke,,162,2016a&a...587a..48d,0.727573,0.810331
1408,833,49,-42,10.10306,138.0,Tolosa,,162,2016a&a...587a..48d,0.755659,0.873207
1409,833,222,-39,10.10308,138.0,Tolosa,,162,2016a&a...587a..48d,0.759056,0.874993
1410,834,19,44,12.18978,1484.0,Postrema,,162,2016a&a...587a..48d,0.646241,0.728696
1411,834,250,64,12.18978,1484.0,Postrema,,162,2016a&a...587a..48d,0.631578,0.735658
1412,835,183,-72,4.05835,1551.0,Argelander,,162,2016a&a...587a..48d,0.616863,0.556094
1413,835,3,-81,4.058351,1551.0,Argelander,,162,2016a&a...587a..48d,0.586011,0.564346
1414,836,150,-60,5.47369,1758.0,Naantali,,162,2016a&a...587a..48d,0.724281,0.822393
1415,837,75,-75,6.47375,1496.0,Turku,,162,2016a&a...587a..48d,0.59523,0.558385
1416,838,235,-77,19.8435,186.0,Celuta,,162,2016a&a...587a..48d,0.630332,0.730781
1417,838,88,-54,19.8435,186.0,Celuta,,162,2016a&a...587a..48d,0.633054,0.693385
1418,839,156,-73,8.91158,1942.0,Jablunka,,162,2016a&a...587a..48d,0.534869,0.569221
1419,840,40,45,12.83303,26241.0,,1998 QY40,162,2016a&a...587a..48d,0.710685,0.915647
1420,841,274,40,8.01532,1997.0,Leverrier,,162,2016a&a...587a..48d,0.576914,0.665172
1421,841,96,46,8.01533,1997.0,Leverrier,,162,2016a&a...587a..48d,0.59178,0.732875
1422,842,230,53,8.75122,2581.0,Radegast,,162,2016a&a...587a..48d,0.70629,0.88373
1423,842,57,56,8.75121,2581.0,Radegast,,162,2016a&a...587a..48d,0.66304,0.825455
1424,843,160,47,7.88033,2395.0,Aho,,162,2016a&a...587a..48d,0.718971,0.853107
1425,843,340,46,7.88033,2395.0,Aho,,162,2016a&a...587a..48d,0.710738,0.856332
1426,844,226,-70,18.4717,239.0,Adrastea,,162,2016a&a...587a..48d,0.599627,0.561669
1427,845,72,-70,11.00818,1906.0,Naef,,162,2016a&a...587a..48d,0.507525,0.501574
1428,846,90,52,4.656199,1855.0,Korolev,,162,2016a&a...587a..48d,0.580426,0.827551
1429,846,262,64,4.656199,1855.0,Korolev,,162,2016a&a...587a..48d,0.574456,0.780521
1430,847,56,-74,13.86111,23873.0,,1998 RL76,162,2016a&a...587a..48d,0.428198,0.564061
1431,848,326,-51,3.649308,1949.0,Messina,,162,2016a&a...587a..48d,0.799616,0.802355
1432,848,138,-64,3.649307,1949.0,Messina,,162,2016a&a...587a..48d,0.775123,0.788947
1433,849,325,-79,5.1472,26387.0,,1999 TG2,162,2016a&a...587a..48d,0.631851,0.735655
1434,849,94,-46,5.1472,26387.0,,1999 TG2,162,2016a&a...587a..48d,0.612453,0.778722
1435,850,123,-37,6.8337,214.0,Aschera,,162,2016a&a...587a..48d,0.85343,0.949329
1436,850,306,-42,6.83369,214.0,Aschera,,162,2016a&a...587a..48d,0.851146,0.948226
1437,851,9,-65,6.29005,2275.0,Cuitlahuac,,162,2016a&a...587a..48d,0.636141,0.762166
1438,852,56,-64,6.4913,2528.0,Mohler,,162,2016a&a...587a..48d,0.64161,0.830719
1439,852,246,-54,6.4913,2528.0,Mohler,,162,2016a&a...587a..48d,0.658562,0.854771
1440,853,71,-56,9.79348,29308.0,,1993 UF1,162,2016a&a...587a..48d,0.61801,0.691496
1441,853,246,-83,9.79349,29308.0,,1993 UF1,162,2016a&a...587a..48d,0.726756,0.872486
1442,854,310,-56,5.46284,28133.0,Kylebardwell,,162,2016a&a...587a..48d,0.58814,0.685912
1443,854,126,-49,5.46285,28133.0,Kylebardwell,,162,2016a&a...587a..48d,0.619315,0.721324
1444,855,141,-53,8.17154,23578.0,Baedeker,,162,2016a&a...587a..48d,0.668772,0.90729
1445,856,306,-68,9.18995,19608.0,,1999 NC57,162,2016a&a...587a..48d,0.569591,0.509812
1446,856,69,-68,9.18995,19608.0,,1999 NC57,162,2016a&a...587a..48d,0.597622,0.615795
1447,857,223,-64,4.535495,32575.0,,2001 QY78,162,2016a&a...587a..48d,0.742494,0.852624
1448,857,60,-70,4.535495,32575.0,,2001 QY78,162,2016a&a...587a..48d,0.585328,0.617712
1449,858,94,-36,6.00262,31485.0,,1999 CM51,162,2016a&a...587a..48d,0.649647,0.743107
1450,858,316,-56,6.00262,31485.0,,1999 CM51,162,2016a&a...587a..48d,0.642851,0.789263
1451,859,244,-72,2.985538,22298.0,,1990 EJ,162,2016a&a...587a..48d,0.619559,0.655439
1452,859,64,-42,2.985538,22298.0,,1990 EJ,162,2016a&a...587a..48d,0.667024,0.796069
1453,860,72,54,3.853858,27225.0,,1999 GB17,162,2016a&a...587a..48d,0.622024,0.755714
1454,860,266,31,3.85386,27225.0,,1999 GB17,162,2016a&a...587a..48d,0.646527,0.793545
1455,861,90,65,5.36852,3261.0,Tvardovskij,,162,2016a&a...587a..48d,0.618357,0.665866
1456,861,280,68,5.36852,3261.0,Tvardovskij,,162,2016a&a...587a..48d,0.625445,0.696809
1457,862,244,-59,4.132007,20570.0,Molchan,,162,2016a&a...587a..48d,0.693553,0.864251
1458,862,40,-52,4.132005,20570.0,Molchan,,162,2016a&a...587a..48d,0.684448,0.818993
1459,863,92,-55,8.80724,20329.0,Manfro,,162,2016a&a...587a..48d,0.583345,0.737852
1460,863,258,-63,8.80725,20329.0,Manfro,,162,2016a&a...587a..48d,0.595713,0.732862
1461,864,63,-51,5.17907,3086.0,Kalbaugh,,162,2016a&a...587a..48d,0.71823,0.860461
1462,865,255,48,5.41208,1858.0,Lobachevskij,,162,2016a&a...587a..48d,0.729924,0.82088
1463,865,80,50,5.41208,1858.0,Lobachevskij,,162,2016a&a...587a..48d,0.723905,0.808259
1464,866,228,31,17.0575,22018.0,,1999 XK105,162,2016a&a...587a..48d,0.765136,0.831108
1465,866,61,45,17.0575,22018.0,,1999 XK105,162,2016a&a...587a..48d,0.761057,0.827474
1466,867,238,63,3.254849,1860.0,Barbarossa,,162,2016a&a...587a..48d,0.800984,0.932389
1467,867,45,30,3.254853,1860.0,Barbarossa,,162,2016a&a...587a..48d,0.798008,0.953969
1468,868,258,72,9.49636,32799.0,,1990 QN1,162,2016a&a...587a..48d,0.52218,0.585979
1469,868,71,75,9.49636,32799.0,,1990 QN1,162,2016a&a...587a..48d,0.569731,0.672078
1470,869,265,40,9.83818,2425.0,Shenzhen,,162,2016a&a...587a..48d,0.678094,0.872496
1471,869,50,58,9.8382,2425.0,Shenzhen,,162,2016a&a...587a..48d,0.640636,0.835036
1472,870,224,40,3.627265,29777.0,,1999 CK46,162,2016a&a...587a..48d,0.77178,0.917687
1473,870,32,56,3.627266,29777.0,,1999 CK46,162,2016a&a...587a..48d,0.728909,0.861375
1474,871,74,50,19.4283,2630.0,Hermod,,162,2016a&a...587a..48d,0.571507,0.843704
1475,871,256,45,19.4283,2630.0,Hermod,,162,2016a&a...587a..48d,0.567183,0.842504
1476,872,9,-87,5.45444,26460.0,,2000 AZ120,162,2016a&a...587a..48d,0.567136,0.578173
1477,872,230,-47,5.45444,26460.0,,2000 AZ120,162,2016a&a...587a..48d,0.64146,0.764293
1478,873,305,59,7.54301,1841.0,Masaryk,,162,2016a&a...587a..48d,0.695998,0.869772
1479,873,122,62,7.54301,1841.0,Masaryk,,162,2016a&a...587a..48d,0.691386,0.851423
1480,874,334,45,3.601296,20725.0,,1999 XP120,162,2016a&a...587a..48d,0.642035,0.70783
1481,874,170,67,3.601297,20725.0,,1999 XP120,162,2016a&a...587a..48d,0.62631,0.706996
1482,875,52,51,5.81029,3286.0,Anatoliya,,162,2016a&a...587a..48d,0.60699,0.722966
1483,875,293,76,5.81029,3286.0,Anatoliya,,162,2016a&a...587a..48d,0.511988,0.463036
1484,876,94,-46,9.50358,1900.0,Katyusha,,162,2016a&a...587a..48d,0.584107,0.782823
1485,876,291,-48,9.50358,1900.0,Katyusha,,162,2016a&a...587a..48d,0.58496,0.780139
1486,877,334,35,5.06632,23707.0,Chambliss,,162,2016a&a...587a..48d,0.582728,0.677767
1487,877,185,79,5.06631,23707.0,Chambliss,,162,2016a&a...587a..48d,0.51415,0.580984
1488,878,346,-70,4.625223,3015.0,Candy,,162,2016a&a...587a..48d,0.680265,0.767921
1489,878,142,-26,4.625223,3015.0,Candy,,162,2016a&a...587a..48d,0.677961,0.798152
1490,879,203,18,5.881218,1978.0,Patrice,,162,2016a&a...587a..48d,0.674941,0.831138
1491,879,21,13,5.881213,1978.0,Patrice,,162,2016a&a...587a..48d,0.667258,0.843248
1492,880,168,-50,3.255632,3375.0,Amy,,162,2016a&a...587a..48d,0.568661,0.743961
1493,880,343,-49,3.255633,3375.0,Amy,,162,2016a&a...587a..48d,0.577206,0.761861
1494,881,231,-74,6.72985,3281.0,Maupertuis,,162,2016a&a...587a..48d,0.618115,0.719507
1495,881,62,-66,6.72984,3281.0,Maupertuis,,162,2016a&a...587a..48d,0.674001,0.80494
1496,882,107,-81,17.4787,1985.0,Hopmann,,162,2016a&a...587a..48d,0.565211,0.54391
1497,883,249,-63,11.0202,21411.0,Abifraeman,,162,2016a&a...587a..48d,0.473875,0.526123
1498,884,194,59,14.73077,2483.0,Guinevere,,162,2016a&a...587a..48d,0.6381,0.722589
1499,884,19,70,14.73081,2483.0,Guinevere,,162,2016a&a...587a..48d,0.630311,0.676327
1500,885,190,-78,3.547454,1945.0,Wesselink,,162,2016a&a...587a..48d,0.491873,0.318817
1501,885,336,-60,3.547456,1945.0,Wesselink,,162,2016a&a...587a..48d,0.627211,0.73223
1502,886,118,-72,4.244023,2064.0,Thomsen,,162,2016a&a...587a..48d,0.58659,0.508833
1503,886,334,-56,4.244033,2064.0,Thomsen,,162,2016a&a...587a..48d,0.620194,0.66136
1504,887,270,-79,4.754883,2836.0,Sobolev,,162,2016a&a...587a..48d,0.664666,0.730033
1505,887,82,-51,4.754885,2836.0,Sobolev,,162,2016a&a...587a..48d,0.71334,0.833906
1506,888,142,50,6.54245,3573.0,Holmberg,,162,2016a&a...587a..48d,0.645252,0.849371
1507,888,318,52,6.54245,3573.0,Holmberg,,162,2016a&a...587a..48d,0.624141,0.840292
1508,889,178,-46,5.313078,4641.0,Ayako,,162,2016a&a...587a..48d,0.667406,0.900434
1509,889,359,-50,5.313079,4641.0,Ayako,,162,2016a&a...587a..48d,0.652441,0.887739
1510,890,14,-70,18.391,55200.0,,2001 RO19,162,2016a&a...587a..48d,0.379789,0.406433
1511,890,186,-58,18.3911,55200.0,,2001 RO19,162,2016a&a...587a..48d,0.488457,0.553848
1512,891,84,66,10.90226,5006.0,Teller,,162,2016a&a...587a..48d,0.613823,0.622806
1513,891,301,57,10.90225,5006.0,Teller,,162,2016a&a...587a..48d,0.630873,0.75414
1514,892,96,-69,6.09677,36944.0,,2000 SD249,162,2016a&a...587a..48d,0.408543,0.462851
1515,892,295,-76,6.09677,36944.0,,2000 SD249,162,2016a&a...587a..48d,0.452434,0.548461
1516,893,114,-56,4.423484,33854.0,,2000 HH53,162,2016a&a...587a..48d,0.664839,0.692472
1517,893,236,-78,4.423486,33854.0,,2000 HH53,162,2016a&a...587a..48d,0.615684,0.60897
1518,894,279,-49,4.324751,43574.0,,2001 FU192,162,2016a&a...587a..48d,0.538882,0.715438
1519,894,104,-36,4.32475,43574.0,,2001 FU192,162,2016a&a...587a..48d,0.551914,0.74405
1520,895,266,-85,31.9989,4801.0,Ohre,,162,2016a&a...587a..48d,0.640476,0.669021
1521,895,121,-74,31.999,4801.0,Ohre,,162,2016a&a...587a..48d,0.728141,0.83999
1522,896,152,-70,10.03242,523.0,Ada,,162,2016a&a...587a..48d,0.592284,0.772507
1523,896,357,-70,10.03242,523.0,Ada,,162,2016a&a...587a..48d,0.500551,0.604694
1524,897,137,-52,7.2636,35928.0,,1999 JV107,162,2016a&a...587a..48d,0.674375,0.802264
1525,897,302,-75,7.26361,35928.0,,1999 JV107,162,2016a&a...587a..48d,0.66244,0.675048
1526,898,138,-56,11.56991,35218.0,,1994 WU2,162,2016a&a...587a..48d,0.597517,0.718116
1527,898,304,-68,11.56991,35218.0,,1994 WU2,162,2016a&a...587a..48d,0.584766,0.783208
1528,899,82,-69,6.415,40806.0,,1999 TX41,162,2016a&a...587a..48d,0.543094,0.529138
1529,899,269,-64,6.415,40806.0,,1999 TX41,162,2016a&a...587a..48d,0.532764,0.583521
1530,900,67,-59,5.33757,5195.0,Kaendler,,162,2016a&a...587a..48d,0.599449,0.868824
1531,900,212,-50,5.33756,5195.0,Kaendler,,162,2016a&a...587a..48d,0.645692,0.892408
1532,901,324,-87,4.475241,40104.0,,1998 QE4,162,2016a&a...587a..48d,0.525223,0.499792
1533,902,327,-58,3.387871,5685.0,Sanenobufukui,,162,2016a&a...587a..48d,0.705319,0.838665
1534,902,122,-63,3.387872,5685.0,Sanenobufukui,,162,2016a&a...587a..48d,0.683357,0.885891
1535,903,179,-84,5.13543,45864.0,,2000 UO97,162,2016a&a...587a..48d,0.536887,0.604284
1536,903,44,-66,5.13544,45864.0,,2000 UO97,162,2016a&a...587a..48d,0.578715,0.751184
1537,904,237,-36,6.35109,34318.0,,2000 QV192,162,2016a&a...587a..48d,0.532192,0.642256
1538,904,81,-70,6.35105,34318.0,,2000 QV192,162,2016a&a...587a..48d,0.603302,0.805337
1539,905,272,-75,3.706036,427.0,Galene,,162,2016a&a...587a..48d,0.588365,0.706474
1540,905,72,-57,3.706036,427.0,Galene,,162,2016a&a...587a..48d,0.609708,0.770465
1541,906,332,15,5.32399,513.0,Centesima,,162,2016a&a...587a..48d,0.740711,0.765456
1542,906,149,4,5.32399,513.0,Centesima,,162,2016a&a...587a..48d,0.771587,0.757951
1543,907,12,-49,5.05521,47508.0,,2000 AQ58,162,2016a&a...587a..48d,0.701583,0.871721
1544,907,196,-26,5.05522,47508.0,,2000 AQ58,162,2016a&a...587a..48d,0.711283,0.877569
1545,908,19,23,8.76307,5488.0,Kiyosato,,162,2016a&a...587a..48d,0.621004,0.895502
1546,908,242,62,8.76306,5488.0,Kiyosato,,162,2016a&a...587a..48d,0.693618,0.876376
1547,909,43,58,11.03202,3822.0,Segovia,,162,2016a&a...587a..48d,0.634315,0.887451
1548,909,265,72,11.03204,3822.0,Segovia,,162,2016a&a...587a..48d,0.545318,0.564258
1549,910,137,-65,5.72752,5494.0,Johanmohr,,162,2016a&a...587a..48d,0.606347,0.768788
1550,910,323,-62,5.72752,5494.0,Johanmohr,,162,2016a&a...587a..48d,0.602435,0.817342
1551,911,255,-58,4.475115,5723.0,Hudson,,162,2016a&a...587a..48d,0.639889,0.742824
1552,911,72,-73,4.475115,5723.0,Hudson,,162,2016a&a...587a..48d,0.657113,0.793768
1553,912,218,50,4.91316,4089.0,Galbraith,,162,2016a&a...587a..48d,0.651774,0.892671
1554,912,64,69,4.91316,4089.0,Galbraith,,162,2016a&a...587a..48d,0.616541,0.753794
1555,913,358,-65,3.886732,40478.0,,1999 RT54,162,2016a&a...587a..48d,0.447597,0.508349
1556,913,184,-66,3.886734,40478.0,,1999 RT54,162,2016a&a...587a..48d,0.459168,0.51444
1557,914,63,-70,6.76072,35965.0,,1999 LH13,162,2016a&a...587a..48d,0.649854,0.836038
1558,914,245,-55,6.76072,35965.0,,1999 LH13,162,2016a&a...587a..48d,0.669477,0.841295
1559,915,121,55,5.73569,46376.0,,2001 XD3,162,2016a&a...587a..48d,0.679059,0.89618
1560,916,86,83,6.17996,48842.0,,1998 BA44,162,2016a&a...587a..48d,0.635459,0.718968
1561,916,254,43,6.17996,48842.0,,1998 BA44,162,2016a&a...587a..48d,0.685586,0.816592
1562,917,270,44,4.057534,4037.0,Ikeya,,162,2016a&a...587a..48d,0.708443,0.82437
1563,917,92,67,4.057537,4037.0,Ikeya,,162,2016a&a...587a..48d,0.667921,0.757017
1564,918,224,-56,11.90781,52723.0,,1998 GP2,162,2016a&a...587a..48d,0.56615,0.807286
1565,918,86,-39,11.90778,52723.0,,1998 GP2,162,2016a&a...587a..48d,0.598676,0.880429
1566,919,34,53,6.82069,3407.0,Jimmysimms,,162,2016a&a...587a..48d,0.538544,0.632705
1567,919,259,82,6.82071,3407.0,Jimmysimms,,162,2016a&a...587a..48d,0.562498,0.550585
1568,920,276,-66,8.87996,4896.0,Tomoegozen,,162,2016a&a...587a..48d,0.641521,0.734881
1569,921,225,-46,4.93652,36303.0,,2000 JM54,162,2016a&a...587a..48d,0.599042,0.761908
1570,921,55,-48,4.93652,36303.0,,2000 JM54,162,2016a&a...587a..48d,0.593717,0.769205
1571,922,46,64,16.9593,33776.0,,1999 RB158,162,2016a&a...587a..48d,0.61716,0.861634
1572,922,247,42,16.9594,33776.0,,1999 RB158,162,2016a&a...587a..48d,0.5712,0.71594
1573,923,2,-66,10.38264,5738.0,Billpickering,,162,2016a&a...587a..48d,0.504284,0.354798
1574,924,74,-72,12.50101,3758.0,Karttunen,,162,2016a&a...587a..48d,0.54763,0.604543
1575,924,202,-52,12.50105,3758.0,Karttunen,,162,2016a&a...587a..48d,0.602923,0.661025
1576,925,267,-24,6.2113,44600.0,,1999 RU10,162,2016a&a...587a..48d,0.726136,0.882561
1577,926,251,49,4.679658,5299.0,Bittesini,,162,2016a&a...587a..48d,0.671104,0.821324
1578,926,76,60,4.67966,5299.0,Bittesini,,162,2016a&a...587a..48d,0.655446,0.800895
1579,927,236,-69,8.47251,3735.0,Trebon,,162,2016a&a...587a..48d,0.529667,0.648286
1580,927,51,-54,8.47252,3735.0,Trebon,,162,2016a&a...587a..48d,0.5546,0.697302
1581,928,243,68,26.392,4995.0,Griffin,,162,2016a&a...587a..48d,0.546107,0.379551
1582,928,355,70,26.3926,4995.0,Griffin,,162,2016a&a...587a..48d,0.731837,0.905105
1583,929,347,-65,4.67868,33974.0,,2000 ND17,162,2016a&a...587a..48d,0.498425,0.652549
1584,929,132,-55,4.67868,33974.0,,2000 ND17,162,2016a&a...587a..48d,0.568063,0.686297
1585,930,292,-58,14.31763,518.0,Halawe,,162,2016a&a...587a..48d,0.561827,0.629124
1586,930,120,-66,14.31765,518.0,Halawe,,162,2016a&a...587a..48d,0.606603,0.738532
1587,931,218,-77,3.491213,4877.0,Humboldt,,162,2016a&a...587a..48d,0.5852,0.593208
1588,931,340,-55,3.491214,4877.0,Humboldt,,162,2016a&a...587a..48d,0.597701,0.626363
1589,932,154,-59,5.2066,43163.0,,1999 XB127,162,2016a&a...587a..48d,0.685327,0.903529
1590,933,20,-68,4.222157,54850.0,,2001 OZ11,162,2016a&a...587a..48d,0.7342,0.911809
1591,933,189,-48,4.222158,54850.0,,2001 OZ11,162,2016a&a...587a..48d,0.715777,0.863367
1592,934,332,-50,8.14984,36487.0,,2000 QJ42,162,2016a&a...587a..48d,0.686033,0.872697
1593,934,127,-66,8.14982,36487.0,,2000 QJ42,162,2016a&a...587a..48d,0.62143,0.70248
1594,935,234,-35,4.250546,48268.0,,2002 AK1,162,2016a&a...587a..48d,0.641737,0.786743
1595,935,72,-69,4.250543,48268.0,,2002 AK1,162,2016a&a...587a..48d,0.624786,0.757089
1596,936,333,70,16.301,3746.0,Heyuan,,162,2016a&a...587a..48d,0.582281,0.655639
1597,936,170,66,16.301,3746.0,Heyuan,,162,2016a&a...587a..48d,0.560249,0.714625
1598,937,290,-66,4.73628,3910.0,Liszt,,162,2016a&a...587a..48d,0.565031,0.716146
1599,937,104,-46,4.736283,3910.0,Liszt,,162,2016a&a...587a..48d,0.563231,0.740754
1600,938,72,-64,7.43019,7835.0,Myroncope,,162,2016a&a...587a..48d,0.630316,0.751301
1601,938,288,-55,7.43019,7835.0,Myroncope,,162,2016a&a...587a..48d,0.544917,0.541717
1602,939,249,-37,6.3649,6510.0,Tarry,,162,2016a&a...587a..48d,0.569788,0.638582
1603,939,84,-72,6.36489,6510.0,Tarry,,162,2016a&a...587a..48d,0.642738,0.830001
1604,940,52,-65,9.44711,5993.0,Tammydickinson,,162,2016a&a...587a..48d,0.641197,0.724951
1605,940,241,-78,9.44712,5993.0,Tammydickinson,,162,2016a&a...587a..48d,0.583726,0.563402
1606,941,302,68,6.78303,844.0,Leontina,,162,2016a&a...587a..48d,0.657529,0.580117
1607,942,60,-63,4.429487,6719.0,Gallaj,,162,2016a&a...587a..48d,0.668324,0.846263
1608,942,252,-59,4.429487,6719.0,Gallaj,,162,2016a&a...587a..48d,0.71757,0.93036
1609,943,53,-44,11.66511,91063.0,,1998 FX62,162,2016a&a...587a..48d,0.711459,0.813715
1610,943,191,-60,11.6651,91063.0,,1998 FX62,162,2016a&a...587a..48d,0.751697,0.863209
1611,944,344,-72,12.67641,96461.0,,1998 HS36,162,2016a&a...587a..48d,0.539797,0.701923
1612,944,166,-60,12.67644,96461.0,,1998 HS36,162,2016a&a...587a..48d,0.515922,0.721206
1613,945,86,36,16.20582,7896.0,Svejk,,162,2016a&a...587a..48d,0.714299,0.899456
1614,945,266,35,16.20582,7896.0,Svejk,,162,2016a&a...587a..48d,0.702301,0.895217
1615,946,43,-33,3.998346,6882.0,Sormano,,162,2016a&a...587a..48d,0.644227,0.80187
1616,946,248,-58,3.998344,6882.0,Sormano,,162,2016a&a...587a..48d,0.645353,0.842641
1617,947,64,70,7.98095,6161.0,Vojno-Yasenetsky,,162,2016a&a...587a..48d,0.512421,0.554635
1618,947,217,41,7.98098,6161.0,Vojno-Yasenetsky,,162,2016a&a...587a..48d,0.59622,0.751462
1619,948,97,-64,5.196349,9440.0,,1997 FZ1,162,2016a&a...587a..48d,0.586441,0.741702
1620,948,278,-65,5.196349,9440.0,,1997 FZ1,162,2016a&a...587a..48d,0.580808,0.745174
1621,949,310,-47,9.34152,81740.0,,2000 JA46,162,2016a&a...587a..48d,0.621156,0.744646
1622,949,100,-72,9.34151,81740.0,,2000 JA46,162,2016a&a...587a..48d,0.574151,0.678296
1623,950,42,76,6.71573,9971.0,Ishihara,,162,2016a&a...587a..48d,0.481167,0.613022
1624,950,223,60,6.71574,9971.0,Ishihara,,162,2016a&a...587a..48d,0.575249,0.791951
1625,951,242,-59,11.37655,6166.0,Univsima,,162,2016a&a...587a..48d,0.700214,0.854668
1626,951,80,-42,11.37655,6166.0,Univsima,,162,2016a&a...587a..48d,0.674152,0.788204
1627,952,268,-54,3.831182,7289.0,Kamegamori,,162,2016a&a...587a..48d,0.703363,0.878224
1628,952,108,-39,3.831183,7289.0,Kamegamori,,162,2016a&a...587a..48d,0.722053,0.871775
1629,953,192,39,5.84239,789.0,Lena,,162,2016a&a...587a..48d,0.836848,0.964411
1630,954,74,-73,10.22552,7964.0,,1995 DD2,162,2016a&a...587a..48d,0.627075,0.835617
1631,954,264,-49,10.22553,7964.0,,1995 DD2,162,2016a&a...587a..48d,0.564438,0.749778
1632,955,355,-78,61.16,968.0,Petunia,,162,2016a&a...587a..48d,0.641886,0.620191
1633,956,245,-67,7.89321,829.0,Academia,,162,2016a&a...587a..48d,0.704856,0.784907
1634,956,71,-41,7.89321,829.0,Academia,,162,2016a&a...587a..48d,0.718877,0.872127
1635,957,86,-57,5.07877,99667.0,,2002 JO1,162,2016a&a...587a..48d,0.695441,0.846814
1636,957,262,-42,5.07877,99667.0,,2002 JO1,162,2016a&a...587a..48d,0.710641,0.825345
1637,958,264,-31,4.69448,71011.0,,1999 XE45,162,2016a&a...587a..48d,0.449409,0.807152
1638,958,91,-24,4.69449,71011.0,,1999 XE45,162,2016a&a...587a..48d,0.519414,0.774228
1639,959,244,-40,3.759432,5929.0,Manzano,,162,2016a&a...587a..48d,0.636779,0.695479
1640,959,130,-71,3.759427,5929.0,Manzano,,162,2016a&a...587a..48d,0.702446,0.808551
1641,960,147,63,6.3485,6276.0,Kurohone,,162,2016a&a...587a..48d,0.529762,0.644126
1642,960,322,62,6.3485,6276.0,Kurohone,,162,2016a&a...587a..48d,0.516257,0.634801
1643,961,64,-32,14.69041,75495.0,,1999 XM181,162,2016a&a...587a..48d,0.600069,0.82708
1644,961,252,-64,14.69052,75495.0,,1999 XM181,162,2016a&a...587a..48d,0.591796,0.813386
1645,962,344,-78,8.03312,8573.0,Ivanka,,162,2016a&a...587a..48d,0.670222,0.822745
1646,962,100,-70,8.03312,8573.0,Ivanka,,162,2016a&a...587a..48d,0.603106,0.637704
1647,963,13,-70,14.60771,636.0,Erika,,162,2016a&a...587a..48d,0.756866,0.839077
