model_id,asteroid_id,lambda,beta,period,number,name,designation,reference_id,bibcode,R,R2
1099,663,248,56,13.82516,144.0,Vibilia,,161,2016a&a...586a.108h,0.816485,0.810502
1101,664,39,-46,12.61034,1735.0,ITA,,161,2016a&a...586a.108h,0.667472,0.677284
1102,664,178,-52,12.61032,1735.0,ITA,,161,2016a&a...586a.108h,0.662071,0.67899
1103,665,142,-50,7.88695,1204.0,Renzia,,161,2016a&a...586a.108h,0.74383,0.878992
1104,665,305,-45,7.88694,1204.0,Renzia,,161,2016a&a...586a.108h,0.786115,0.970795
1105,666,103,-27,18.14817,56.0,Melete,,161,2016a&a...586a.108h,0.861863,0.739185
1106,666,282,-5,18.14817,56.0,Melete,,161,2016a&a...586a.108h,0.873975,0.75149
1107,667,248,-16,4.71654,6087.0,Lupo,,161,2016a&a...586a.108h,0.458989,0.599313
1108,668,31,32,16.29614,537.0,Pauly,,161,2016a&a...586a.108h,0.698331,0.725361
1109,668,211,51,16.29613,537.0,Pauly,,161,2016a&a...586a.108h,0.733747,0.755145
1110,669,169,-69,61.072,1150.0,Achaia,,161,2016a&a...586a.108h,0.566011,0.875415
1111,669,347,-62,61.072,1150.0,Achaia,,161,2016a&a...586a.108h,0.560438,0.897818
1112,670,247,-29,14.1163,928.0,Hildrun,,161,2016a&a...586a.108h,0.792385,0.878438
1113,670,86,-63,14.11633,928.0,Hildrun,,161,2016a&a...586a.108h,0.785192,0.903807
1114,671,205,52,15.11168,2382.0,Nonie,,161,2016a&a...586a.108h,0.643961,0.57721
1115,672,246,55,5.92748,749.0,Malzovia,,161,2016a&a...586a.108h,0.591075,0.73585
1116,672,55,46,5.92748,749.0,Malzovia,,161,2016a&a...586a.108h,0.597895,0.703095
1117,673,74,-39,5.10434,31060.0,,1996 TB6,161,2016a&a...586a.108h,0.363038,0.591201
1118,673,216,-66,5.10432,31060.0,,1996 TB6,161,2016a&a...586a.108h,0.291941,0.554435
1119,674,305,-49,5.36863,1125.0,China,,161,2016a&a...586a.108h,0.664466,0.876276
1120,674,132,-46,5.36863,1125.0,China,,161,2016a&a...586a.108h,0.66249,0.891656
1121,675,80,-75,8.8862,2313.0,Aruna,,161,2016a&a...586a.108h,0.293827,0.359669
1122,676,150,-50,6.46061,681.0,Gorgo,,161,2016a&a...586a.108h,0.734159,0.933835
1123,676,310,-50,6.46063,681.0,Gorgo,,161,2016a&a...586a.108h,0.747835,0.923707
1124,677,88,-66,4.566946,1486.0,Marilyn,,161,2016a&a...586a.108h,0.590721,0.635169
1125,677,267,-66,4.566946,1486.0,Marilyn,,161,2016a&a...586a.108h,0.609808,0.65556
1126,678,163,-47,4.587819,565.0,Marbachia,,161,2016a&a...586a.108h,0.757051,0.876298
1127,678,334,-22,4.587818,565.0,Marbachia,,161,2016a&a...586a.108h,0.736411,0.86764
1128,679,200,-5,2.79473,9542.0,Eryan,,161,2016a&a...586a.108h,0.76935,0.92025
1129,679,21,-22,2.79471,9542.0,Eryan,,161,2016a&a...586a.108h,0.820289,0.911168
1130,680,183,-58,2.738963,353.0,Ruperto-Carola,,161,2016a&a...586a.108h,0.660201,0.647919
1131,680,43,-64,2.738963,353.0,Ruperto-Carola,,161,2016a&a...586a.108h,0.703411,0.721263
1132,681,31,44,6.571954,381.0,Myrrha,,161,2016a&a...586a.108h,0.793234,0.93509
1133,681,228,79,6.571955,381.0,Myrrha,,161,2016a&a...586a.108h,0.77682,0.894015
1134,682,178,-36,10.92666,502.0,Sigune,,161,2016a&a...586a.108h,0.577253,0.639335
1135,683,100,43,7.3971,687.0,Tinette,,161,2016a&a...586a.108h,0.805451,0.973326
1136,683,271,18,7.3971,687.0,Tinette,,161,2016a&a...586a.108h,0.815306,0.939264
1137,684,162,56,5.3475,315.0,Constantia,,161,2016a&a...586a.108h,0.512262,0.396041
1138,684,353,45,5.34749,315.0,Constantia,,161,2016a&a...586a.108h,0.555375,0.48947
1139,685,195,-61,16.62174,394.0,Arduina,,161,2016a&a...586a.108h,0.723539,0.838671
1140,685,56,-79,16.62174,394.0,Arduina,,161,2016a&a...586a.108h,0.658972,0.680638
1141,686,96,-41,22.7606,8043.0,Fukuhara,,161,2016a&a...586a.108h,0.644659,0.548946
1144,688,233,50,18.11914,99.0,Dike,,161,2016a&a...586a.108h,0.843332,0.835603
1145,689,224,-51,3.021806,5317.0,Verolacqua,,161,2016a&a...586a.108h,0.435878,0.545819
1146,690,282,55,11.39813,1119.0,Euboea,,161,2016a&a...586a.108h,0.571626,0.614475
1147,690,79,75,11.39812,1119.0,Euboea,,161,2016a&a...586a.108h,0.532467,0.500135
1148,691,202,-66,7.78887,746.0,Marlu,,161,2016a&a...586a.108h,0.749617,0.754226
1149,691,64,-27,7.78887,746.0,Marlu,,161,2016a&a...586a.108h,0.799343,0.850953
1150,692,209,-74,7.35845,4080.0,Galinskij,,161,2016a&a...586a.108h,0.227925,0.276657
1151,693,109,67,26.4879,434.0,Hungaria,,161,2016a&a...586a.108h,0.505459,0.547584
1152,694,281,61,11.79214,482.0,Petrina,,161,2016a&a...586a.108h,0.590131,0.729454
1153,694,94,24,11.7921,482.0,Petrina,,161,2016a&a...586a.108h,0.605531,0.720713
1154,695,13,-84,3.26191,6000.0,United Nations,,161,2016a&a...586a.108h,0.483988,0.541258
1155,696,268,13,7.9316,1534.0,Nasi,,161,2016a&a...586a.108h,0.714781,0.898458
1156,696,82,23,7.93161,1534.0,Nasi,,161,2016a&a...586a.108h,0.707995,0.88177
1157,697,238,47,3.096778,3918.0,Brel,,161,2016a&a...586a.108h,0.645469,0.749954
1158,697,71,58,3.096787,3918.0,Brel,,161,2016a&a...586a.108h,0.562625,0.397425
1159,698,222,38,9.28753,2393.0,Suzuki,,161,2016a&a...586a.108h,0.729463,0.737948
1160,698,80,53,9.28753,2393.0,Suzuki,,161,2016a&a...586a.108h,0.620746,0.671206
1161,699,281,-77,187.6,1278.0,Kenya,,161,2016a&a...586a.108h,0.581058,0.782846
1162,699,164,-66,187.6,1278.0,Kenya,,161,2016a&a...586a.108h,0.462867,0.533211
1163,700,99,54,16.81385,263.0,Dresda,,161,2016a&a...586a.108h,0.693423,0.886726
1164,700,272,61,16.81384,263.0,Dresda,,161,2016a&a...586a.108h,0.699691,0.863091
1165,701,92,66,22.016,706.0,Hirundo,,161,2016a&a...586a.108h,0.586054,0.843708
1166,701,244,54,22.0161,706.0,Hirundo,,161,2016a&a...586a.108h,0.487341,0.579503
1167,702,266,-54,3.7817,6026.0,Xenophanes,,161,2016a&a...586a.108h,0.41604,0.475209
1168,702,80,-56,3.7817,6026.0,Xenophanes,,161,2016a&a...586a.108h,0.418662,0.532082
1169,703,144,29,6.664541,171.0,Ophelia,,161,2016a&a...586a.108h,0.762701,0.851191
1170,703,329,23,6.664541,171.0,Ophelia,,161,2016a&a...586a.108h,0.770905,0.852966
1171,704,317,33,7.71743,567.0,Eleutheria,,161,2016a&a...586a.108h,0.665949,0.726767
1172,704,131,53,7.71743,567.0,Eleutheria,,161,2016a&a...586a.108h,0.651765,0.717139
1173,705,115,45,13.8063,361.0,Bononia,,161,2016a&a...586a.108h,0.844915,0.906344
1174,705,294,13,13.80634,361.0,Bononia,,161,2016a&a...586a.108h,0.800111,0.881899
1175,706,307,58,30.5005,1449.0,Virtanen,,161,2016a&a...586a.108h,0.513643,0.625575
1176,706,99,58,30.5006,1449.0,Virtanen,,161,2016a&a...586a.108h,0.525451,0.60856
1177,707,287,31,20.1507,4570.0,Runcorn,,161,2016a&a...586a.108h,0.68317,0.775759
1178,707,123,57,20.1514,4570.0,Runcorn,,161,2016a&a...586a.108h,0.691222,0.711511
1179,708,254,73,3.88494,5208.0,Royer,,161,2016a&a...586a.108h,0.724598,0.769278
1180,708,54,37,3.88494,5208.0,Royer,,161,2016a&a...586a.108h,0.726228,0.796681
1183,710,15,-50,15.05906,270.0,Anahita,,161,2016a&a...586a.108h,0.76908,0.919835
1184,710,207,-59,15.05907,270.0,Anahita,,161,2016a&a...586a.108h,0.77736,0.950916
1185,711,359,25,8.13456,150.0,Nuwa,,161,2016a&a...586a.108h,0.765146,0.809845
1186,711,177,22,8.13456,150.0,Nuwa,,161,2016a&a...586a.108h,0.768107,0.815068
1187,712,240,26,7.82998,1310.0,Villigera,,161,2016a&a...586a.108h,0.777198,0.944874
1188,712,2,63,7.83002,1310.0,Villigera,,161,2016a&a...586a.108h,0.71326,0.809723
1189,713,88,-52,13.10977,26.0,Proserpina,,161,2016a&a...586a.108h,0.807455,0.704836
1190,714,269,-31,4.09668,2741.0,Valdivia,,161,2016a&a...586a.108h,0.721588,0.822194
1191,714,103,-59,4.096681,2741.0,Valdivia,,161,2016a&a...586a.108h,0.707471,0.784864
1192,715,220,-66,143.644,1137.0,Raissa,,161,2016a&a...586a.108h,0.605598,0.776843
1193,715,40,-77,143.646,1137.0,Raissa,,161,2016a&a...586a.108h,0.545862,0.689291
1194,716,209,-37,6.48551,16173.0,,2000 AC98,161,2016a&a...586a.108h,0.639742,0.802855
1195,716,37,-48,6.4855,16173.0,,2000 AC98,161,2016a&a...586a.108h,0.644424,0.85845
1196,717,69,55,14.04492,1820.0,Lohmann,,161,2016a&a...586a.108h,0.560998,0.583364
1197,717,264,65,14.04493,1820.0,Lohmann,,161,2016a&a...586a.108h,0.568017,0.632028
1198,718,174,42,16.7809,419.0,Aurelia,,161,2016a&a...586a.108h,0.750193,0.514246
1199,718,0,48,16.78093,419.0,Aurelia,,161,2016a&a...586a.108h,0.760043,0.542922
1200,719,6,-21,4.05763,4284.0,Kaho,,161,2016a&a...586a.108h,0.313271,0.626706
1201,719,193,0,4.05764,4284.0,Kaho,,161,2016a&a...586a.108h,0.21552,0.523899
1202,720,166,73,9.19183,1508.0,Kemi,,161,2016a&a...586a.108h,0.601405,0.761679
1203,720,352,72,9.19182,1508.0,Kemi,,161,2016a&a...586a.108h,0.597031,0.741418
1204,721,33,7,2.733348,6905.0,Miyazaki,,161,2016a&a...586a.108h,0.602194,0.629641
1205,721,214,-4,2.733344,6905.0,Miyazaki,,161,2016a&a...586a.108h,0.708866,0.647809
1206,722,233,-53,8.9969,692.0,Hippodamia,,161,2016a&a...586a.108h,0.625049,0.72135
1207,723,103,-22,12.0948,247.0,Eukrate,,161,2016a&a...586a.108h,0.822471,0.778319
1208,724,297,62,3.244844,3478.0,Fanale,,161,2016a&a...586a.108h,0.60404,0.741812
1209,724,95,64,3.244843,3478.0,Fanale,,161,2016a&a...586a.108h,0.583647,0.671408
1210,725,135,-65,8.57228,474.0,Prudentia,,161,2016a&a...586a.108h,0.679225,0.987559
1211,725,301,-51,8.57227,474.0,Prudentia,,161,2016a&a...586a.108h,0.637915,0.950431
1212,726,96,-50,14.35651,245.0,Vera,,161,2016a&a...586a.108h,0.821345,0.759512
1213,726,265,-51,14.35651,245.0,Vera,,161,2016a&a...586a.108h,0.816407,0.783864
1214,727,124,32,7.332,1546.0,Izsak,,161,2016a&a...586a.108h,0.739181,0.852312
1215,727,322,60,7.33198,1546.0,Izsak,,161,2016a&a...586a.108h,0.754311,0.884729
1216,728,358,5,10.93793,1772.0,Gagarin,,161,2016a&a...586a.108h,0.368367,0.590028
1217,728,183,22,10.93791,1772.0,Gagarin,,161,2016a&a...586a.108h,0.296113,0.47575
1218,729,230,30,29.1753,237.0,Coelestina,,161,2016a&a...586a.108h,0.666335,0.796571
1219,729,42,14,29.1758,237.0,Coelestina,,161,2016a&a...586a.108h,0.666383,0.808161
1220,730,256,-14,37.8807,3752.0,Camillo,,161,2016a&a...586a.108h,0.490481,0.697148
1221,731,139,-58,23.483,1135.0,Colchis,,161,2016a&a...586a.108h,0.699468,0.913278
1222,731,330,-81,23.483,1135.0,Colchis,,161,2016a&a...586a.108h,0.570451,0.682672
1223,732,218,29,8.38992,313.0,Chaldaea,,161,2016a&a...586a.108h,0.861941,0.878439
1224,732,44,11,8.38992,313.0,Chaldaea,,161,2016a&a...586a.108h,0.858492,0.86409
1225,733,115,-77,13.89432,881.0,Athene,,161,2016a&a...586a.108h,0.476014,0.421867
1226,733,338,-43,13.8944,881.0,Athene,,161,2016a&a...586a.108h,0.458493,0.591079
1227,734,13,-66,5.6244,5489.0,Oberkochen,,161,2016a&a...586a.108h,0.553115,0.668045
1228,734,195,-41,5.62439,5489.0,Oberkochen,,161,2016a&a...586a.108h,0.531149,0.60005
1229,735,200,59,16.9543,1352.0,Wawel,,161,2016a&a...586a.108h,0.655851,0.678361
1230,735,32,61,16.9543,1352.0,Wawel,,161,2016a&a...586a.108h,0.635678,0.611466
1231,736,261,41,67.9107,1665.0,Gaby,,161,2016a&a...586a.108h,0.705762,0.838122
1232,736,66,32,67.9106,1665.0,Gaby,,161,2016a&a...586a.108h,0.677368,0.817413
1233,737,49,-70,9.7357,66.0,Maja,,161,2016a&a...586a.108h,0.633662,0.494528
1234,737,225,-68,9.73572,66.0,Maja,,161,2016a&a...586a.108h,0.635914,0.561842
4377,709,194,54,11.87654,526.0,Jena,,161,2016a&a...586a.108h,0.700032,0.72652
4378,709,16,50,11.87655,526.0,Jena,,161,2016a&a...586a.108h,0.706605,0.74144
4399,643,92,68,5.529594,31.0,Euphrosyne,,657,2020a&a...641a..80y,0.906287,0.876854
1235,738,3,49,4.334988,10627.0,Ookuninushi,,162,2016a&a...587a..48d,0.65493,0.931427
1236,738,204,89,4.334986,10627.0,Ookuninushi,,162,2016a&a...587a..48d,0.511025,0.434177
1237,739,3,-88,7.57192,10281.0,Libourel,,162,2016a&a...587a..48d,0.480158,0.474046
1238,740,123,50,11.1984,12551.0,,1998 QQ39,162,2016a&a...587a..48d,0.640322,0.812127
1239,740,299,44,11.19841,12551.0,,1998 QQ39,162,2016a&a...587a..48d,0.630951,0.796954
1240,741,40,43,7.14117,1098.0,Hakone,,162,2016a&a...587a..48d,0.785754,0.971988
1241,742,123,-42,15.854,1082.0,Pirola,,162,2016a&a...587a..48d,0.712504,0.924955
1242,742,300,-38,15.854,1082.0,Pirola,,162,2016a&a...587a..48d,0.724763,0.914967
1243,743,318,-60,5.22705,13535.0,,1991 RS13,162,2016a&a...587a..48d,0.583484,0.691947
1244,743,127,-64,5.22705,13535.0,,1991 RS13,162,2016a&a...587a..48d,0.580001,0.666248
1245,744,246,-76,6.62521,1294.0,Antwerpia,,162,2016a&a...587a..48d,0.63922,0.569919
1246,744,128,-66,6.62521,1294.0,Antwerpia,,162,2016a&a...587a..48d,0.698393,0.705925
1249,746,121,53,7.34295,12774.0,Pfund,,162,2016a&a...587a..48d,0.493,0.626787
1250,746,308,62,7.34295,12774.0,Pfund,,162,2016a&a...587a..48d,0.490742,0.617595
1251,747,209,50,13.19717,1121.0,Natascha,,162,2016a&a...587a..48d,0.537606,0.690784
1252,747,16,59,13.19714,1121.0,Natascha,,162,2016a&a...587a..48d,0.584355,0.747377
1253,748,82,-64,5.52303,11700.0,,1998 FT115,162,2016a&a...587a..48d,0.448677,0.468178
1254,748,280,-72,5.52303,11700.0,,1998 FT115,162,2016a&a...587a..48d,0.475911,0.466358
1255,749,67,-64,8.14008,1350.0,Rosselia,,162,2016a&a...587a..48d,0.691463,0.879522
1256,749,246,-58,8.14008,1350.0,Rosselia,,162,2016a&a...587a..48d,0.694599,0.873661
1257,750,12,47,8.2472,11958.0,Galiani,,162,2016a&a...587a..48d,0.760277,0.969227
1258,751,155,-50,7.9971,1061.0,Paeonia,,162,2016a&a...587a..48d,0.619462,0.893141
1259,752,351,-78,5.06904,11052.0,,1990 WM,162,2016a&a...587a..48d,0.567168,0.745179
1260,752,194,-49,5.06904,11052.0,,1990 WM,162,2016a&a...587a..48d,0.46946,0.626903
1261,753,79,-75,6.25033,1334.0,Lundmarka,,162,2016a&a...587a..48d,0.538075,0.743018
1262,754,51,-53,12.03249,116.0,Sirona,,162,2016a&a...587a..48d,0.641661,0.676314
1263,754,222,-53,12.03251,116.0,Sirona,,162,2016a&a...587a..48d,0.611202,0.627883
1264,755,117,71,13.84865,13059.0,Ducuroir,,162,2016a&a...587a..48d,0.658014,0.762679
1265,755,311,73,13.84864,13059.0,Ducuroir,,162,2016a&a...587a..48d,0.632531,0.73072
1266,756,128,-43,44.677,1075.0,Helina,,162,2016a&a...587a..48d,0.393098,0.513003
1267,756,281,-45,44.6768,1075.0,Helina,,162,2016a&a...587a..48d,0.401529,0.552125
1268,757,238,-68,12.66498,11995.0,,1995 YB1,162,2016a&a...587a..48d,0.540525,0.540044
1269,757,70,-80,12.66498,11995.0,,1995 YB1,162,2016a&a...587a..48d,0.55383,0.529985
1270,758,40,34,14.06993,1187.0,Afra,,162,2016a&a...587a..48d,0.633397,0.870412
1271,758,226,13,14.06992,1187.0,Afra,,162,2016a&a...587a..48d,0.628974,0.870321
1272,759,224,-57,12.74557,1127.0,Mimi,,162,2016a&a...587a..48d,0.496344,0.555417
1273,760,73,35,4.97691,1299.0,Mertona,,162,2016a&a...587a..48d,0.642035,0.801152
1274,760,253,56,4.97691,1299.0,Mertona,,162,2016a&a...587a..48d,0.650589,0.81373
1275,761,231,66,9.3751,1339.0,Desagneauxa,,162,2016a&a...587a..48d,0.436422,0.466939
1276,761,106,73,9.37509,1339.0,Desagneauxa,,162,2016a&a...587a..48d,0.466122,0.59982
1277,762,37,-63,6.67317,1230.0,Riceia,,162,2016a&a...587a..48d,0.677788,0.886703
1278,763,77,-22,9.00648,12045.0,Klein,,162,2016a&a...587a..48d,0.699227,0.936018
1279,764,271,-53,19.902,1251.0,Hedera,,162,2016a&a...587a..48d,0.754979,1.058513
1280,764,115,-63,19.902,1251.0,Hedera,,162,2016a&a...587a..48d,0.774126,1.068179
1281,765,78,-50,5.66079,1147.0,Stavropolis,,162,2016a&a...587a..48d,0.716149,0.807809
1282,765,267,-51,5.66079,1147.0,Stavropolis,,162,2016a&a...587a..48d,0.688216,0.818867
1283,766,296,-64,7.7724,11148.0,Einhardress,,162,2016a&a...587a..48d,0.580078,0.749219
1284,766,121,-69,7.77239,11148.0,Einhardress,,162,2016a&a...587a..48d,0.587622,0.712364
1287,768,247,29,9.08215,1035.0,Amata,,162,2016a&a...587a..48d,0.731471,0.908632
1288,768,31,69,9.08214,1035.0,Amata,,162,2016a&a...587a..48d,0.705064,0.79964
1289,769,62,-63,5.575566,1219.0,Britta,,162,2016a&a...587a..48d,0.603753,1.522868
1290,769,223,-69,5.575567,1219.0,Britta,,162,2016a&a...587a..48d,0.777115,1.256723
1291,770,153,19,15.30379,1281.0,Jeanne,,162,2016a&a...587a..48d,0.666014,0.763864
1292,770,338,32,15.30379,1281.0,Jeanne,,162,2016a&a...587a..48d,0.656663,0.738482
1293,771,73,37,5.986,10472.0,Santana-Ros,,162,2016a&a...587a..48d,0.607525,0.79694
1294,771,249,43,5.98599,10472.0,Santana-Ros,,162,2016a&a...587a..48d,0.608362,0.81036
1295,772,18,-79,6.14187,1050.0,Meta,,162,2016a&a...587a..48d,0.557841,0.592922
1296,772,60,-42,6.14188,1050.0,Meta,,162,2016a&a...587a..48d,0.601886,0.716931
1297,773,314,46,15.6873,1349.0,Bechuana,,162,2016a&a...587a..48d,0.552925,0.69321
1298,773,153,32,15.6873,1349.0,Bechuana,,162,2016a&a...587a..48d,0.59608,0.770307
1299,774,52,-51,4.85148,1245.0,Calvinia,,162,2016a&a...587a..48d,0.537904,0.716278
1300,774,235,-43,4.85148,1245.0,Calvinia,,162,2016a&a...587a..48d,0.54725,0.710156
1301,775,358,-58,4.28143,1083.0,Salvia,,162,2016a&a...587a..48d,0.711585,0.931615
1302,775,165,-59,4.281429,1083.0,Salvia,,162,2016a&a...587a..48d,0.590742,0.659561
1303,776,256,-76,7.30136,1081.0,Reseda,,162,2016a&a...587a..48d,0.586643,0.525069
1304,776,92,-69,7.30136,1081.0,Reseda,,162,2016a&a...587a..48d,0.566193,0.46816
1305,777,138,-28,17.5739,12753.0,Povenmire,,162,2016a&a...587a..48d,0.644909,0.819653
1306,777,295,-48,17.574,12753.0,Povenmire,,162,2016a&a...587a..48d,0.616909,0.787156
1307,778,4,-50,6.4422,12384.0,Luigimartella,,162,2016a&a...587a..48d,0.587379,0.815387
1308,778,160,-60,6.4422,12384.0,Luigimartella,,162,2016a&a...587a..48d,0.566304,0.762633
1309,779,74,-89,12.19047,1248.0,Jugurtha,,162,2016a&a...587a..48d,0.481509,0.59825
1310,780,203,-62,5.78331,12979.0,Evgalvasil'ev,,162,2016a&a...587a..48d,0.613775,0.779202
1311,780,45,-68,5.78332,12979.0,Evgalvasil'ev,,162,2016a&a...587a..48d,0.497354,0.590385
1312,781,271,-31,5.65454,1275.0,Cimbria,,162,2016a&a...587a..48d,0.657452,0.762208
1313,781,85,-61,5.65454,1275.0,Cimbria,,162,2016a&a...587a..48d,0.640016,0.744341
1314,782,313,59,3.850488,1077.0,Campanula,,162,2016a&a...587a..48d,0.762633,0.7808
1315,782,178,76,3.850486,1077.0,Campanula,,162,2016a&a...587a..48d,0.709364,0.549877
1316,783,57,-57,3.98158,1231.0,Auricula,,162,2016a&a...587a..48d,0.531851,0.645233
1317,783,225,-85,3.981581,1231.0,Auricula,,162,2016a&a...587a..48d,0.468224,0.502476
1318,784,170,65,7.87149,1017.0,Jacqueline,,162,2016a&a...587a..48d,0.598082,0.785028
1319,784,7,55,7.87149,1017.0,Jacqueline,,162,2016a&a...587a..48d,0.524245,0.705496
1320,785,72,-84,24.4846,1379.0,Lomonosowa,,162,2016a&a...587a..48d,0.593853,0.725908
1321,785,265,-46,24.4846,1379.0,Lomonosowa,,162,2016a&a...587a..48d,0.695849,0.885776
1322,786,86,-42,4.129102,13338.0,,1998 SK119,162,2016a&a...587a..48d,0.733079,0.807562
1323,786,240,-70,4.129105,13338.0,,1998 SK119,162,2016a&a...587a..48d,0.692635,0.71005
1324,787,271,-69,4.77529,1206.0,Numerowia,,162,2016a&a...587a..48d,0.486097,0.687773
1325,787,64,-50,4.77529,1206.0,Numerowia,,162,2016a&a...587a..48d,0.521403,0.61994
1326,788,260,-50,15.9411,1792.0,Reni,,162,2016a&a...587a..48d,0.637455,0.765332
1327,788,122,-41,15.94121,1792.0,Reni,,162,2016a&a...587a..48d,0.69654,0.92535
1328,789,95,-47,9.25879,14044.0,,1995 VS1,162,2016a&a...587a..48d,0.600801,0.746954
1329,789,253,-57,9.25874,14044.0,,1995 VS1,162,2016a&a...587a..48d,0.607683,0.672031
1330,790,140,64,5.93124,1643.0,Brown,,162,2016a&a...587a..48d,0.68094,0.778982
1331,790,353,84,5.93124,1643.0,Brown,,162,2016a&a...587a..48d,0.612111,0.626707
1332,791,208,-43,5.87822,1391.0,Carelia,,162,2016a&a...587a..48d,0.666377,0.835057
1333,791,21,-79,5.87822,1391.0,Carelia,,162,2016a&a...587a..48d,0.554043,0.65467
1334,792,41,-62,2.900652,14031.0,Rozyo,,162,2016a&a...587a..48d,0.832985,0.948897
1335,792,180,-60,2.900652,14031.0,Rozyo,,162,2016a&a...587a..48d,0.576354,0.452931
1336,793,302,-58,7.89457,1733.0,Silke,,162,2016a&a...587a..48d,0.595503,0.759616
1337,793,141,-63,7.89457,1733.0,Silke,,162,2016a&a...587a..48d,0.601617,0.762283
1338,794,85,29,11.28783,176.0,Iduna,,162,2016a&a...587a..48d,0.731431,0.802081
1339,794,156,79,11.28783,176.0,Iduna,,162,2016a&a...587a..48d,0.629996,0.533387
1340,795,336,84,3.838235,1833.0,Shmakova,,162,2016a&a...587a..48d,0.552019,0.441972
1341,795,88,47,3.838241,1833.0,Shmakova,,162,2016a&a...587a..48d,0.65971,0.752402
1342,796,121,-62,4.448953,1738.0,Oosterhoff,,162,2016a&a...587a..48d,0.687256,0.833278
1343,796,301,-80,4.448955,1738.0,Oosterhoff,,162,2016a&a...587a..48d,0.66352,0.708744
1344,797,57,67,13.57929,14257.0,,2000 AR97,162,2016a&a...587a..48d,0.765395,0.898761
1345,798,352,-80,17.20317,1545.0,Thernoe,,162,2016a&a...587a..48d,0.510688,0.44572
1346,798,164,-75,17.20321,1545.0,Thernoe,,162,2016a&a...587a..48d,0.457807,0.422018
1347,799,261,-53,17.4599,1743.0,Schmidt,,162,2016a&a...587a..48d,0.600104,0.63412
1348,799,69,-62,17.4599,1743.0,Schmidt,,162,2016a&a...587a..48d,0.646378,0.672336
1349,800,58,-80,13.35384,1400.0,Tirela,,162,2016a&a...587a..48d,0.519951,0.618193
1350,800,297,-41,13.35386,1400.0,Tirela,,162,2016a&a...587a..48d,0.55834,0.651985
1351,801,268,-79,8.82749,1500.0,Jyvaskyla,,162,2016a&a...587a..48d,0.602894,0.782042
1352,801,123,-75,8.8275,1500.0,Jyvaskyla,,162,2016a&a...587a..48d,0.51044,0.538562
1353,802,80,-59,6.256099,1723.0,Klemola,,162,2016a&a...587a..48d,0.564144,0.665561
1354,802,253,-36,6.256098,1723.0,Klemola,,162,2016a&a...587a..48d,0.546725,0.647168
1355,803,345,-78,8.02272,1597.0,Laugier,,162,2016a&a...587a..48d,0.460642,0.574836
1356,804,149,-48,9.79965,1819.0,Laputa,,162,2016a&a...587a..48d,0.637761,0.804421
1357,805,39,45,5.18335,1768.0,Appenzella,,162,2016a&a...587a..48d,0.709224,0.794673
1358,805,227,40,5.18335,1768.0,Appenzella,,162,2016a&a...587a..48d,0.685989,0.796997
1359,806,130,-66,10.36816,16216.0,,2000 DR4,162,2016a&a...587a..48d,0.650162,0.730057
1360,807,248,-68,3.652412,14691.0,,2000 AK119,162,2016a&a...587a..48d,0.728059,0.838409
1361,807,38,-54,3.652413,14691.0,,2000 AK119,162,2016a&a...587a..48d,0.653625,0.743991
1362,808,50,-65,5.35059,1494.0,Savo,,162,2016a&a...587a..48d,0.690024,0.821426
1363,808,233,-68,5.35059,1494.0,Savo,,162,2016a&a...587a..48d,0.631004,0.71973
1364,809,298,-77,4.749057,1840.0,Hus,,162,2016a&a...587a..48d,0.724937,0.716935
1365,810,252,-52,11.5172,1716.0,Peter,,162,2016a&a...587a..48d,0.651094,0.706809
1366,810,52,-60,11.51721,1716.0,Peter,,162,2016a&a...587a..48d,0.609569,0.62373
1367,811,328,62,8.89847,17111.0,,1999 JH52,162,2016a&a...587a..48d,0.706549,0.897714
1368,811,157,46,8.89847,17111.0,,1999 JH52,162,2016a&a...587a..48d,0.695158,0.864012
1369,812,350,69,43.1795,1493.0,Sigrid,,162,2016a&a...587a..48d,0.563867,0.649953
1370,812,183,69,43.1795,1493.0,Sigrid,,162,2016a&a...587a..48d,0.544689,0.617761
1371,813,237,-46,3.830791,1774.0,Kulikov,,162,2016a&a...587a..48d,0.721832,0.776187
1372,813,54,-50,3.830791,1774.0,Kulikov,,162,2016a&a...587a..48d,0.723195,0.780063
1373,814,124,-41,5.679,1557.0,Roehla,,162,2016a&a...587a..48d,0.656926,0.790898
1374,814,327,-55,5.679,1557.0,Roehla,,162,2016a&a...587a..48d,0.632095,0.812724
1375,815,295,37,2.718239,1619.0,Ueta,,162,2016a&a...587a..48d,0.739426,0.909395
1376,815,99,49,2.718238,1619.0,Ueta,,162,2016a&a...587a..48d,0.724298,0.892675
1377,816,94,-14,28.4821,1592.0,Mathieu,,162,2016a&a...587a..48d,0.628125,0.776289
1378,816,269,-7,28.4818,1592.0,Mathieu,,162,2016a&a...587a..48d,0.596888,0.731325
1379,817,72,-61,7.49966,1548.0,Palomaa,,162,2016a&a...587a..48d,0.727586,0.85635
1380,817,232,-32,7.49966,1548.0,Palomaa,,162,2016a&a...587a..48d,0.7211,0.823563
1381,818,63,-18,4.328159,1521.0,Seinajoki,,162,2016a&a...587a..48d,0.607633,0.700503
1382,818,230,-37,4.328158,1521.0,Seinajoki,,162,2016a&a...587a..48d,0.625639,0.689856
1383,819,307,60,4.0209,16786.0,,1997 AT1,162,2016a&a...587a..48d,0.63007,0.825699
